Sales,custID,Week_Num
1350.2485,210,147
1350.2485,210,148
1426.8872,210,149
1426.8872,210,150
1426.8872,210,151
1426.8872,210,152
1389.1503,210,153
1389.1503,210,154
1389.1503,210,155
1389.1503,210,156
1110.034,298,147
1110.034,298,148
1153.5796,298,149
1153.5796,298,150
1153.5796,298,151
1153.5796,298,152
1180.3362,298,153
1180.3362,298,154
1180.3362,298,155
1180.3362,298,156
299.6584,399,147
299.6584,399,148
304.65063,399,149
304.65063,399,150
304.65063,399,151
304.65063,399,152
311.5783,399,153
311.5783,399,154
311.5783,399,155
311.5783,399,156
282.49768,460,147
282.49768,460,148
293.5604,460,149
293.5604,460,150
293.5604,460,151
293.5604,460,152
290.73074,460,153
290.73074,460,154
290.73074,460,155
290.73074,460,156
1036.259,501,147
1036.259,501,148
1079.8043,501,149
1079.8043,501,150
1079.8043,501,151
1079.8043,501,152
1064.4796,501,153
1064.4796,501,154
1064.4796,501,155
1064.4796,501,156
359.98038,503,147
359.98038,503,148
364.97263,503,149
364.97263,503,150
364.97263,503,151
364.97263,503,152
371.9003,503,153
371.9003,503,154
371.9003,503,155
371.9003,503,156
226.91006,684,147
226.91006,684,148
231.90231,684,149
231.90231,684,150
231.90231,684,151
231.90231,684,152
235.14311,684,153
235.14311,684,154
235.14311,684,155
235.14311,684,156
173.36621,748,147
173.36621,748,148
178.35846,748,149
178.35846,748,150
178.35846,748,151
178.35846,748,152
181.59926,748,153
181.59926,748,154
181.59926,748,155
181.59926,748,156
250.11922,352,147
250.11922,352,148
255.11147,352,149
255.11147,352,150
255.11147,352,151
255.11147,352,152
262.03915,352,153
262.03915,352,154
262.03915,352,155
262.03915,352,156
727.4937,500,147
727.4937,500,148
757.26117,500,149
757.26117,500,150
757.26117,500,151
757.26117,500,152
754.60864,500,153
754.60864,500,154
754.60864,500,155
754.60864,500,156
292.6248,671,147
292.6248,671,148
297.61703,671,149
297.61703,671,150
297.61703,671,151
297.61703,671,152
304.5447,671,153
304.5447,671,154
304.5447,671,155
304.5447,671,156
908.37946,189,147
908.37946,189,148
957.9955,189,149
957.9955,189,150
957.9955,189,151
957.9955,189,152
932.9132,189,153
932.9132,189,154
932.9132,189,155
932.9132,189,156
66.49026,3,147
66.49026,3,148
68.40028,3,149
68.40028,3,150
68.40028,3,151
68.40028,3,152
69.325645,3,153
69.325645,3,154
69.325645,3,155
69.325645,3,156
484.01505,15,147
484.01505,15,148
495.79712,15,149
495.79712,15,150
495.79712,15,151
495.79712,15,152
503.09656,15,153
503.09656,15,154
503.09656,15,155
503.09656,15,156
126.974014,43,147
126.974014,43,148
129.77866,43,149
129.77866,43,150
129.77866,43,151
129.77866,43,152
133.01918,43,153
133.01918,43,154
133.01918,43,155
133.01918,43,156
18.999294,54,147
18.999294,54,148
19.759531,54,149
19.759531,54,150
19.759531,54,151
19.759531,54,152
21.834684,54,153
21.834684,54,154
21.834684,54,155
21.834684,54,156
22.847876,61,147
22.847876,61,148
22.713467,61,149
22.713467,61,150
22.713467,61,151
22.713467,61,152
25.683266,61,153
25.683266,61,154
25.683266,61,155
25.683266,61,156
116.19893,64,147
116.19893,64,148
131.05037,64,149
131.05037,64,150
131.05037,64,151
131.05037,64,152
119.03432,64,153
119.03432,64,154
119.03432,64,155
119.03432,64,156
29.274225,82,147
29.274225,82,148
30.034464,82,149
30.034464,82,150
30.034464,82,151
30.034464,82,152
32.109608,82,153
32.109608,82,154
32.109608,82,155
32.109608,82,156
39.64379,109,147
39.64379,109,148
40.40403,109,149
40.40403,109,150
40.40403,109,151
40.40403,109,152
42.479183,109,153
42.479183,109,154
42.479183,109,155
42.479183,109,156
70.57012,116,147
70.57012,116,148
72.48015,116,149
72.48015,116,150
72.48015,116,151
72.48015,116,152
73.40551,116,153
73.40551,116,154
73.40551,116,155
73.40551,116,156
173.36621,140,147
173.36621,140,148
178.35846,140,149
178.35846,140,150
178.35846,140,151
178.35846,140,152
181.59926,140,153
181.59926,140,154
181.59926,140,155
181.59926,140,156
48.941025,144,147
48.941025,144,148
48.806618,144,149
48.806618,144,150
48.806618,144,151
48.806618,144,152
51.776417,144,153
51.776417,144,154
51.776417,144,155
51.776417,144,156
55.10727,149,147
55.10727,149,148
57.0173,149,149
57.0173,149,150
57.0173,149,151
57.0173,149,152
57.94266,149,153
57.94266,149,154
57.94266,149,155
57.94266,149,156
20.321611,162,147
20.321611,162,148
20.187202,162,149
20.187202,162,150
20.187202,162,151
20.187202,162,152
23.157001,162,153
23.157001,162,154
23.157001,162,155
23.157001,162,156
55.237503,176,147
55.237503,176,148
58.04218,176,149
58.04218,176,150
58.04218,176,151
58.04218,176,152
58.072895,176,153
58.072895,176,154
58.072895,176,155
58.072895,176,156
93.12792,178,147
93.12792,178,148
95.932594,178,149
95.932594,178,150
95.932594,178,151
95.932594,178,152
95.96331,178,153
95.96331,178,154
95.96331,178,155
95.96331,178,156
49.07126,179,147
49.07126,179,148
49.831497,179,149
49.831497,179,150
49.831497,179,151
49.831497,179,152
51.90665,179,153
51.90665,179,154
51.90665,179,155
51.90665,179,156
72.7882,181,147
72.7882,181,148
75.59287,181,149
75.59287,181,150
75.59287,181,151
75.59287,181,152
75.62359,181,153
75.62359,181,154
75.62359,181,155
75.62359,181,156
173.20074,182,147
173.20074,182,148
177.29834,182,149
177.29834,182,150
177.29834,182,151
177.29834,182,152
181.43379,182,153
181.43379,182,154
181.43379,182,155
