profit,totalcontr
5.605092048440034e7,159274.24142117202
5.537575567634842e7,159310.498495172
6.5928278725075245e7,164905.12459167204
6.5919182466447264e7,164895.44566467204
6.593445344642239e7,164906.52241867204
6.593711539878179e7,164908.29557267204
6.603123673360452e7,165143.192543172
6.602812062940559e7,165144.113088172
6.603462511264655e7,165150.411113172
6.603236547619778e7,165146.99766517198
