Sales,custID,Week_Num
1089.138093230892,210,147
1089.138093230892,210,148
1089.138093230892,210,149
1089.138093230892,210,150
1089.138093230892,210,151
1089.138093230892,210,152
1089.138093230892,210,153
1089.138093230892,210,154
1089.138093230892,210,155
1089.138093230892,210,156
753.1108212813034,298,147
753.1108212813034,298,148
753.1108212813034,298,149
753.1108212813034,298,150
753.1108212813034,298,151
753.1108212813034,298,152
753.1108212813034,298,153
753.1108212813034,298,154
753.1108212813034,298,155
753.1108212813034,298,156
193.1262836918946,399,147
193.1262836918946,399,148
193.1262836918946,399,149
193.1262836918946,399,150
193.1262836918946,399,151
193.1262836918946,399,152
193.1262836918946,399,153
193.1262836918946,399,154
193.1262836918946,399,155
193.1262836918946,399,156
193.1262836918946,460,147
193.1262836918946,460,148
193.1262836918946,460,149
193.1262836918946,460,150
193.1262836918946,460,151
193.1262836918946,460,152
193.1262836918946,460,153
193.1262836918946,460,154
193.1262836918946,460,155
193.1262836918946,460,156
753.1108212813034,501,147
753.1108212813034,501,148
753.1108212813034,501,149
753.1108212813034,501,150
753.1108212813034,501,151
753.1108212813034,501,152
753.1108212813034,501,153
753.1108212813034,501,154
753.1108212813034,501,155
753.1108212813034,501,156
311.631631138547,503,147
301.00746316666283,503,148
300.37884699821797,503,149
288.7983265658578,503,150
288.4811635067414,503,151
288.1674600791282,503,152
288.1674600791282,503,153
288.1674600791282,503,154
288.1674600791282,503,155
288.1674600791282,503,156
193.1262836918946,684,147
193.1262836918946,684,148
193.1262836918946,684,149
193.1262836918946,684,150
193.1262836918946,684,151
193.1262836918946,684,152
193.1262836918946,684,153
193.1262836918946,684,154
193.1262836918946,684,155
193.1262836918946,684,156
95.59112165648632,748,147
95.59112165648632,748,148
95.59112165648632,748,149
95.59112165648632,748,150
95.59112165648632,748,151
95.59112165648632,748,152
95.59112165648632,748,153
95.59112165648632,748,154
95.59112165648632,748,155
95.59112165648632,748,156
193.1262836918946,352,147
193.1262836918946,352,148
193.1262836918946,352,149
193.1262836918946,352,150
193.1262836918946,352,151
193.1262836918946,352,152
193.1262836918946,352,153
193.1262836918946,352,154
193.1262836918946,352,155
193.1262836918946,352,156
581.2682315896734,500,147
581.2682315896734,500,148
581.2682315896734,500,149
581.2682315896734,500,150
581.2682315896734,500,151
581.2682315896734,500,152
581.2682315896734,500,153
581.2682315896734,500,154
581.2682315896734,500,155
581.2682315896734,500,156
193.1262836918946,671,147
193.1262836918946,671,148
193.1262836918946,671,149
193.1262836918946,671,150
193.1262836918946,671,151
193.1262836918946,671,152
193.1262836918946,671,153
193.1262836918946,671,154
193.1262836918946,671,155
193.1262836918946,671,156
725.5577236674632,189,147
725.5577236674632,189,148
725.5577236674632,189,149
725.5577236674632,189,150
725.5577236674632,189,151
725.5577236674632,189,152
725.5577236674632,189,153
725.5577236674632,189,154
725.5577236674632,189,155
726.4437219192656,189,156
33.84395188981621,3,147
33.84395188981621,3,148
33.84395188981621,3,149
33.84395188981621,3,150
33.84395188981621,3,151
33.84395188981621,3,152
33.84395188981621,3,153
33.84395188981621,3,154
33.84395188981621,3,155
33.84395188981621,3,156
343.46482942841,15,147
343.46482942841,15,148
343.46482942841,15,149
343.46482942841,15,150
343.46482942841,15,151
343.46482942841,15,152
343.46482942841,15,153
343.46482942841,15,154
343.46482942841,15,155
343.46482942841,15,156
95.59112165648632,43,147
95.59112165648632,43,148
95.59112165648632,43,149
95.59112165648632,43,150
95.59112165648632,43,151
95.59112165648632,43,152
95.59112165648632,43,153
95.59112165648632,43,154
95.59112165648632,43,155
95.59112165648632,43,156
33.84395188981621,54,147
33.84395188981621,54,148
33.84395188981621,54,149
33.84395188981621,54,150
33.84395188981621,54,151
33.84395188981621,54,152
33.84395188981621,54,153
33.84395188981621,54,154
33.84395188981621,54,155
33.84395188981621,54,156
33.84395188981621,61,147
33.84395188981621,61,148
33.84395188981621,61,149
33.84395188981621,61,150
