res,custID
115.01718617265624,210
73.25281687265624,210
23.42194241562504,210
16.785032915625038,210
-24.32040457656251,210
-2.4420949609375384,210
4.007939939062453,210
-174.99700806093745,210
-60.72936064140629,210
-35.8128760414063,210
0.5517616585937049,210
150.68608973828123,210
139.88531823828123,210
38.588222938281206,210
-177.8879308617187,210
54.00028853828121,210
-63.893084038281245,210
-48.7462900390625,210
111.99236106093747,210
-123.19113363906251,210
-70.4933134023438,210
-36.391508502343754,210
168.79772289765629,210
-67.9764850023438,210
13.242542117968696,210
-80.46082758203124,210
45.62152985468754,210
-43.926163745312465,210
88.43831545468754,210
-89.44286704531248,210
33.137650554687525,210
-60.779692845312525,210
187.7529296875,210
-178.94069451250004,210
-23.745631012499985,210
-198.0585383125,210
211.4842529296875,210
-159.10304397031246,210
151.4842529296875,210
-71.46542257031251,210
78.44099910156251,210
-67.18280379843748,210
-37.991208998437514,210
49.998788901562534,210
72.78546142578125,210
72.78546142578125,210
-323.8074816742187,210
-14.700136674218697,210
-51.71166630859375,210
-26.83560750859374,210
-17.75128050859371,210
82.62359619140625,210
-35.59670622500005,298
-34.578253225000026,298
58.80941747500003,298
-40.95447552500002,298
-31.91601351718748,298
-111.95047170546877,298
-72.38223330546873,298
152.0723179945312,298
-93.39219628593747,298
-18.910025185937457,298
53.86955191406253,298
105.13640726874996,298
102.49402186875,298
-89.02403883124998,298
78.03649356874996,298
162.91045356874997,298
-51.425503607812516,298
-18.09074700859378,298
-82.76668940859378,298
-95.02599450859373,298
70.29346319609374,298
85.79098249609376,298
-70.7609211039063,298
-57.424415603906255,298
6.453417459375032,298
51.43645555937496,298
-55.956872440625034,298
-7.44631094062504,298
-53.03775988359371,298
74.3641817039063,298
27.722800703906273,298
-104.82965929609372,298
-86.43160586328122,298
48.19954523671879,298
26.091942036718706,298
-3.7894921632812384,298
-33.78676132109376,298
128.73047367890626,298
-13.776967221093742,298
115.34922137890624,298
56.220384716406215,298
-188.06378768359377,298
109.56179651640628,298
125.69617011640628,298
-27.953027258593806,298
-40.495678458593716,298
0.7095051414062254,298
57.32396464140629,298
114.78678437500002,298
115.441955775,298
-6.354689024999971,298
-109.92067662500006,298
-37.39849944804686,399
-15.155889748046889,399
-26.80609964804688,399
-34.98015134804689,399
11.579082913476554,399
-44.854374607421875,399
-15.869476607421888,399
-32.21834060742188,399
-46.38272944160157,399
40.40782085839842,399
-24.49164044160156,399
-43.49967191054688,399
-30.195086110546868,399
5.327222489453135,399
-13.576692110546873,399
-25.41622621054688,399
1.03494008945313,399
-22.53976145214844,399
-13.15102235214843,399
-53.639012952148434,399
-14.719623025585946,399
-3.7427964255859365,399
-3.438819825585938,399
-28.68484052558594,399
13.971436126562509,399
-33.96571437343749,399
6.530819326562494,399
17.418151426562503,399
-51.42659117343749,399
-14.075431973437503,399
4.522212426562504,399
-7.561855173437493,399
-30.29110787578125,399
-19.488326275781247,399
49.87622212421874,399
-28.716357575781245,399
-45.17425398808595,399
1.608080011914069,399
-37.18337088808593,399
13.64908041191407,399
-25.981813385351558,399
33.39911641464843,399
-15.597020685351566,399
38.044486914648445,399
-10.465941564453118,399
-6.854110264453112,399
10.580434035546887,399
-38.84900626445312,399
-3.9802138822265647,399
23.579710517773435,399
-5.008118482226564,399
12.702994317773431,399
-11.653598706835936,460
-4.170440606835939,460
6.735812193164065,460
11.460675893164051,460
-25.695407445312497,460
-18.842120166210933,460
-15.716737266210941,460
-12.033740666210946,460
36.65066189960939,460
-1.0254568003906286,460
-17.059954600390626,460
-32.56960766933594,460
-0.2090367693359383,460
-4.365016969335926,460
8.317579230664052,460
-32.935373369335935,460
-0.29802830468750585,460
-13.308398846289066,460
9.431579953710951,460
8.280586553710947,460
-12.29527623222657,460
-31.79356373222656,460
-15.505576932226575,460
5.4880351677734325,460
-10.423260132226574,460
31.318776067773427,460
-6.935023632226574,460
-5.562785832226552,460
-22.179078832226566,460
-16.684770032226567,460
17.655975867773435,460
-10.480810132226566,460
11.394481165429681,460
-18.33486773457031,460
21.525859165429694,460
9.488698865429683,460
-15.812037346875002,460
3.7641777531250113,460
39.950944053125,460
-1.3381953468750112,460
-35.11184034414063,460
62.12346755585938,460
10.492238155859383,460
-0.8902750441406226,460
99.8555767767578,460
27.122382776757803,460
50.01610727675782,460
-42.249253023242176,460
7.041294858984372,460
15.655072958984363,460
35.02326315898438,460
20.87444295898439,460
-21.078269407031257,501
-86.71713980703123,501
-48.55765380703127,501
30.810605592968727,501
15.806521000781231,501
-97.71991972265624,501
28.841411677343785,501
41.09414827734372,501
-21.010579703125018,501
-47.75172970312502,501
34.29061829687498,501
20.166007651562495,501
112.55666415156247,501
-78.13781184843748,501
124.97638325156254,501
-54.21751604843752,501
53.916419874999974,501
28.78767417421875,501
-22.74316552578125,501
-50.13363002578126,501
-66.7475834234375,501
-1.1912158234374601,501
61.37775017656247,501
-17.85965922343746,501
5.448772817187546,501
-15.910155282812525,501
33.4114479171875,501
165.14610621718748,501
0.23119519687497814,501
82.552682596875,501
159.06813639687505,501
-134.85134840312497,501
-65.40785817031247,501
16.71184892968745,501
-0.955092270312548,501
-55.206494470312464,501
57.50092477187502,501
141.96153157187496,501
40.244281871875046,501
-81.91161002812498,501
-13.238611756249952,501
9.64785784374999,501
21.098402543750012,501
1.2775871437499973,501
-90.72492326562497,501
-47.42557586562498,501
57.95602723437503,501
-29.51225056562498,501
-5.352331524999954,501
-115.03149752499996,501
143.885856075,501
-48.85820802499995,501
-34.26728405937499,503
-12.775189959375012,503
-2.0659224593750025,503
-31.743111859375006,503
-38.98260059785156,503
-12.92601721874999,503
20.470876081249997,503
61.17817738125001,503
-8.777064452929693,503
-32.770840052929685,503
24.789327747070303,503
7.221398478124996,503
-50.833228221875004,503
6.118241678125003,503
-8.009537321875001,503
3.9959980781250124,503
34.85679664277342,503
-40.22962379882813,503
13.211712501171888,503
-9.308305098828129,503
31.474697755468753,503
-20.132177144531255,503
-49.76041314453124,503
80.33214275546874,503
10.786813755468756,503
42.36509715546873,503
12.11008685546875,503
17.59265225546875,503
37.36511875546876,503
-17.23180434453124,503
-32.820156012890635,503
-1.353032912890626,503
-3.0239668152343597,503
-93.88441881523437,503
-36.59223871523437,503
5.296534884765606,503
-21.751467986328123,503
-35.99920158632813,503
22.26999591367189,503
-48.846859686328116,503
-72.72238936601562,503
-34.83996946601562,503
-22.31365806601562,503
-51.32947836601562,503
65.46432016093752,503
27.432305160937517,503
-47.48342513906249,503
14.853164060937502,503
6.023120566796877,503
-44.637798233203114,503
19.259682466796903,503
-12.31258033320313,503
4.4778485610351595,684
-8.518150838964843,684
-0.2044152389648417,684
6.485414661035151,684
10.280509859375002,684
-4.253763602734381,684
-8.995050802734369,684
-7.491611402734378,684
1.497721455664049,684
-2.269880244335937,684
-26.001563844335934,684
7.307444286718749,684
-24.489094313281257,684
0.6705838867187595,684
-13.102595813281255,684
-19.695661913281256,684
-6.607185948632818,684
-18.33472369023437,684
-9.224191690234377,684
11.342889109765622,684
12.33316542382812,684
13.05073852382813,684
-21.261321076171882,684
7.390902323828129,684
-29.851611376171874,684
28.486975923828112,684
4.121697523828118,684
-14.952634676171868,684
19.869304023828136,684
-4.867634976171871,684
81.53782932382813,684
17.74335622382813,684
-27.22059867851563,684
77.04384202148438,684
26.211598021484377,684
-2.674106178515615,684
-6.125664590820321,684
-5.747317890820312,684
-6.242144490820323,684
0.4000728091796759,684
39.68995781191407,684
23.463571911914073,684
16.297866211914055,684
5.9922303119140565,684
-18.785901908398444,684
0.8341284916015752,684
-13.831626308398427,684
43.440428891601556,684
12.193057645898449,684
-27.13384165410156,684
-13.69360965410155,684
8.650393245898442,684
28.55866541445313,748
-11.590880745546869,748
14.750336744453122,748
11.234554554453126,748
-14.257261207207037,748
19.500737262499996,748
-5.4284355275,748
-1.4981360474999974,748
-0.961288908496087,748
4.206315161503909,748
-3.2560185684960885,748
2.963718443164069,748
3.360835093164056,748
13.183078093164056,748
-4.212433996835941,748
-7.4125436468359425,748
-3.437645302187505,748
3.218318366210937,748
3.6835038462109395,748
