Sales,custID,Week_Num
1150.6722233791234,210,147
1151.760858322551,210,148
1171.8094665060262,210,149
1172.8982707217028,210,150
1173.98716002536,210,151
1175.0761350254024,210,152
1175.5379554972978,210,153
1176.6270982574706,210,154
1177.7163276177425,210,155
1178.8056405538764,210,156
869.8160862709819,298,147
870.119843108726,298,148
889.3836414764473,298,149
889.6877047227654,298,150
889.9919212950508,298,151
890.2962898028609,298,152
889.9735752272763,298,153
890.2782508737519,298,154
890.5830802720766,298,155
890.888063422256,298,156
229.5265882318663,399,147
229.7930119446114,399,148
249.01948532677852,399,149
249.28623910505985,399,150
249.55315731215114,399,151
249.82024152101394,399,152
249.46025217635724,399,153
249.72766705916274,399,154
249.9952466141417,399,155
250.2629924142543,399,156
234.9300735214606,460,147
235.28165452176927,460,148
254.59329339753185,460,149
254.9452179728819,460,150
255.29731367095383,460,151
255.64958206470783,460,152
255.37478378137666,460,153
255.7273949073001,460,154
256.0801790939495,460,155
256.43313482920576,460,156
804.9550853205865,501,147
804.8346199855632,501,148
823.6741839650267,501,149
823.5540035101503,501,150
823.4339656778675,501,151
823.3140719194553,501,152
822.5670828013126,501,153
822.4474760435742,501,154
822.3280120909521,501,155
822.2086909434447,501,156
308.1275682087776,503,147
308.3706451913936,503,148
327.57392205762744,503,149
327.8176222169345,503,150
328.0616343600518,503,151
328.3059586086606,503,152
327.923357223794,503,153
328.16830508387693,503,154
328.41356729165864,503,155
328.65914112710334,503,156
212.7538349491199,684,147
213.30091542462856,684,148
232.80794008646922,684,149
233.35513663709457,684,150
233.90238898751818,684,151
234.44969864986,684,152
234.3698291539106,684,153
234.91725368345237,684,154
235.46473709787347,684,155
236.0122764337741,684,156
156.68389179711585,748,147
157.16828490374337,748,148
176.61267443215456,748,149
177.09728796312083,748,150
177.58201261441718,748,151
178.066846873925,748,152
177.92455578355475,748,153
178.40961252708757,748,154
178.89478057347287,748,155
179.3800601052335,748,156
261.5593764923458,352,147
262.5430337174905,352,148
282.48669325446804,352,149
283.47058129361017,352,150
284.4545862214511,352,151
285.4387081596726,352,152
285.79570737046174,352,153
286.7800616956413,352,154
287.7645314582403,352,155
288.74911974333895,352,156
640.4478806314664,500,147
641.9869813766318,500,148
662.4862132408007,500,149
664.025802475152,500,150
665.5656360149378,500,151
667.105714103519,500,152
668.0187986368883,500,153
669.5593659447486,500,154
671.1001795568855,500,155
672.6412365707447,500,156
355.39995289334956,671,147
357.5216075888952,671,148
378.6042395775148,671,149
380.72807729174883,671,150
382.8530068239793,671,151
384.9790321718965,671,152
386.4789128764969,671,153
388.60712902181285,671,154
390.73644172180093,671,155
392.8668518890704,671,156
983.4941742390083,189,147
987.8588296469597,189,148
1011.1850846412244,189,149
1015.5531675326611,189,150
1019.9229641702923,189,151
1024.29447818676,189,152
1028.040472086469,189,153
1032.415421112878,189,154
1036.7920892825032,189,155
1041.1704785941956,189,156
81.01031187154592,3,147
81.39400323407096,3,148
100.73762919535454,3,149
101.12141530957035,3,150
101.50524902644963,3,151
101.88912998272735,3,152
101.64582028644656,3,153
102.02979587273376,3,154
102.4138187887911,3,155
102.79788909545914,3,156
438.43609090884365,15,147
439.80661044080534,15,148
460.13729235498704,15,149
461.50836151212025,15,150
462.8797064812625,15,151
464.25132581113485,15,152
464.99598170192803,15,153
466.3681518737858,15,154
467.740596893098,15,155
469.1133185153476,15,156
152.75865539170582,43,147
153.56881649043703,43,148
173.33897456307022,43,149
174.1493556487244,43,150
174.95984668265464,43,151
175.77044775523177,43,152
175.95392079375597,43,153
176.76474203577823,43,154
177.57567349897,43,155
178.38671497127825,43,156
29.634477642291586,54,147
29.704365880973228,54,148
48.73465170299255,54,149
48.80556050775181,54,150
48.87697850041775,54,151
48.948904844341996,54,152
48.39410075114574,54,153
48.46704171388251,54,154
48.540488746530286,54,155
48.61444121008367,54,156
47.08144717154232,61,147
47.50153922477671,61,148
66.88152912900057,61,149
67.30164283118233,61,150
67.72176738825806,61,151
68.14190258817507,61,152
67.93481069018799,61,153
68.3549675390525,61,154
68.77513539402298,61,155
69.19531389183476,61,156
158.42560959563355,64,147
159.55824161588214,64,148
179.65117049784124,64,149
180.78462279510575,64,150
181.91848562545317,64,151
183.0527590201931,64,152
