res,custID
-41.24990101402773,210
-84.53576633764123,210
-196.7322907410429,210
-204.8930876868875,210
-247.4476555782495,210
-213.81266007535942,210
-208.89009139341033,210
-389.42369539505864,210
-275.08378623460464,210
-251.69833628194078,210
-216.86591936243735,210
-34.19847077980103,210
-46.390438766841385,210
-149.22330928326687,210
-367.2364222945306,210
-136.88634337169765,210
-255.83577891170933,210
-229.62566588607626,210
-70.42869417590748,210
-307.1550446643863,210
-197.83382092185434,210
-165.27722519824158,210
38.365623373444805,210
-199.9561401030777,210
-88.88180478495906,210
-184.13507371488436,210
-51.327111634169455,210
-142.4270429549348,210
-11.955949336827075,210
-191.3917040848945,210
-70.36692296347451,210
-165.84116797628292,210
83.05629028491876,210
-285.1965609290909,210
-131.5618865352909,210
-307.4363432084639,210
117.12130652024007,210
-255.02985724484438,210
53.992416173537094,210
-170.52343881620527,210
-31.374008131430173,210
-178.56629949538967,210
-150.9443461254407,210
-64.52514079636364,210
73.2561615486311,210
71.68306852118712,210
-326.48411721721504,210
-18.95216234604493,210
-66.75112504448612,210
-43.45274921585656,210
-35.94724751509898,210
62.84765853355111,210
-260.73847757015835,298
-260.5428366753945,298
-167.97799748737032,298
-268.5647383210036,298
-260.27319101316846,298
-320.4378463481589,298
-281.6925079535314,298
-58.0608760047985,298
-302.7462212826411,298
-229.08700387186968,298
-157.13039829487423,298
-104.20398847333786,298
-107.52598554731844,298
-299.8670714541827,298
-133.6295822165024,298
-49.57868170048482,298
-264.2544593620855,298
-219.13897729614268,298
-284.63803292482277,298
-297.7204691481203,298
-104.31569664107121,298
-89.64134274148512,298
-247.0164312094804,298
-234.50312695997445,298
-139.41868488746104,298
-95.25888382719381,298
-203.47546682238556,298
-155.7881782121948,298
-203.16869078618197,298
-70.72579861395093,298
-118.19050624845966,298
-251.56630932630696,298
-232.06871470363603,298
-98.26094247072376,298
-121.19194098114838,298
-151.89678995915415,298
-166.13992487974247,298
-4.446138995704359,298
-147.7770469062874,298
-19.47434327232952,298
-88.1185361587543,298
-333.22622792359584,298
-36.424182434337354,298
-21.113364049259076,298
-83.81869339829643,298
-97.18493572413615,298
-56.80336114459533,298
-1.012528559671864,298
114.85990241295804,298
114.69141249908012,298
-7.9289116310965255,298
-112.31859645589259,298
-67.07740736263335,399
-45.060777313476706,399
-56.93697805756682,399
-65.33703330702599,399
-19.963981825763426,399
-73.83844944679814,399
-45.07959166107966,399
-61.65450858073021,399
-73.4067392377025,399
13.157734244032014,399
-51.96781670128243,399
-68.71945229112347,399
-55.497584396788966,399
-20.201402046086486,399
-39.33145560075215,399
-51.39714142162569,399
-25.11331804578799,399
-46.40136105315739,399
-37.23881027801397,399
-77.95300045695937,399
-48.76615391630284,399
-38.015550793863156,399
-37.93781043763272,399
-63.41008008676906,399
-12.212978023649924,399
-60.376401371402096,399
-20.106153285362154,399
-9.4451179925708,399
-78.85615251894399,399
-41.731314024767585,399
-23.360004608919468,399
-35.67041838631906,399
-56.70306677394788,399
-46.12665682292348,399
23.011508734852754,399
-55.807466512738216,399
-68.53989091366188,399
-21.983977932828395,399
-61.001861045243544,399
-10.395853150905936,399
-46.81721828769892,399
12.33724263506221,399
-36.88537604754387,399
16.5296387766019,399
-30.746357404961913,399
-27.361042840271722,399
-10.153029493069653,399
-59.809011939115294,399
-18.240111635238975,399
9.093246720100012,399
-19.721161090768874,399
-2.236639867847458,399
-37.045212580778724,460
-29.944046637643453,460
-19.41978933184805,460
-15.076924463393453,460
-53.57517655703086,460
-44.318875924097554,460
-41.575503501465676,460
-38.27451926489479,460
12.666089951101952,460
-25.392049299128274,460
-41.80857104753946,460
-55.21775323329098,460
-23.09581889107912,460
-27.633833173193494,460
-15.333275904768215,460
-56.968270773682775,460
-24.229696138699893,460
-35.10928310397733,460
-12.751358218715069,460
-14.284407419513826,460
-36.07971513268376,460
-55.9600666202836,460
-40.0541472060649,460
-19.442605890027153,460
-36.06228729370571,460
5.297671386810265,460
-33.338209170014096,460
-32.34805713713939,460
-49.68641863116241,460
-44.574202333809495,460
-10.615552334637556,460
-39.13443757280595,460
-15.718285653177134,460
-45.82974203898681,460
-6.351124510858398,460
-18.770399032190312,460
-40.50137411178815,460
-21.30727845652092,460
14.497363488444421,460
-27.173905116051003,460
-57.893696432369865,460
38.9594770397334,460
-13.053891759304491,460
-24.81854763484344,460
77.00609595193583,460
3.8907524800353883,460
26.40232410995398,460
-66.24519239746823,460
-10.41014425034092,460
-2.178529093284908,460
16.807493253470625,460
2.2765018628849134,460
-247.3386592683919,501
-313.2318012726381,501
-275.32660146085567,501
-196.21264295472213,501
-211.39509495986795,501
-306.32686986759364,501
-180.01988632013035,501
-168.02151366875523,501
-228.77851550626417,501
-255.77406031746938,501
-173.9861232856042,501
-185.88261559854823,501
-93.6030052301594,501
-284.55193770568377,501
-81.6922152381378,501
-261.1406033883631,501
-152.77791243260026,501
-165.55735704540405,501
-217.34273255429957,501
-244.9877476296856,501
-246.25352746407145,501
-180.95174130203782,501
-118.63737289693393,501
-198.12939604875953,501
-119.54277213732848,501
-141.15634491257617,501
-92.08940109347452,501
39.39058160785953,501
-150.24778473729475,501
-68.1810038593826,501
8.079728773720376,501
-286.0944934109497,501
-214.98285467909136,501
-133.11791588718165,501
-151.03964167387915,501
-205.54584316623095,501
-76.51567397559609,501
7.690101096513217,501
-94.28199509786964,501
-216.6927481370618,501
-157.46428338063004,501
-134.83270741620254,501
-123.63707263038953,501
-143.7128126502255,501
-143.7050185152102,501
-100.66062671930786,501
4.46600449798359,501
-83.25725989037392,501
-39.100349753337014,501
-149.03453483807664,501
109.62778484985165,501
-83.37132931915141,501
-100.7715621285283,503
-79.44877321997731,503
-68.90882778810911,503
-98.75535601124426,503
-107.12436540201264,503
-78.45213555683395,503
-45.224630015379745,503
-4.686731777646344,503
-72.17317113899216,503
-96.3363833721061,503
-38.9456690819047,503
-54.20057044670571,503
-112.28128864992522,503
-55.49932113429287,503
-69.79661933450362,503
-57.96061995055834,503
-26.786100492496814,503
-99.52925636727662,503
-46.25750653086058,503
-68.9471258373284,503
-14.603836095508484,503
-66.38034482154293,503
-96.17823146341863,503
33.74465546674122,503
-36.29666821623732,503
-4.888085905644118,503
-35.31281259877443,503
-29.999981859027628,503
-10.737244712560368,503
-65.5039345923802,503
-64.61524978804314,503
-33.317925587427794,503
-33.2357120075207,503
-124.26599496563227,503
-67.14366421254891,503
-25.42475520234757,503
-48.69074552891351,503
-63.10837735039922,503
-5.009093375607563,503
-76.29587925581836,503
-96.90540183847534,503
-59.192945911213855,503
-46.836615238955716,503
-76.02243163126087,503
42.062368181929855,503
3.860323518778273,503
-71.22545174809687,503
-9.058924330814193,503
-11.132339264524092,503
-61.96335347892847,503
1.7640150516638187,503
-29.97837528230724,503
-10.984522526670446,684
-24.38317939703846,684
-16.472101267406018,684
-10.184928837774038,684
-5.676462872053548,684
-17.828390142422023,684
-22.97233481278957,684
-21.87155439527757,684
-12.722857597600552,684
-16.893118280088984,684
-41.027460923418076,684
-5.638613605905618,684
-37.69441409884995,684
-12.937394881338378,684
-27.113235136787466,684
-34.10896021927546,684
